formula,sg,kL,bulkmod,composition,density,vpa,packing fraction,PymatgenData minimum boiling_point,PymatgenData mean boiling_point,PymatgenData maximum boiling_point,PymatgenData minimum molar_volume,PymatgenData mean molar_volume,PymatgenData maximum molar_volume,MagpieData minimum FirstIonizationEnergy,MagpieData mean FirstIonizationEnergy,MagpieData maximum FirstIonizationEnergy,holder_mean::0 Average bond length,holder_mean::0 Average bond angle,MagpieData minimum Number,MagpieData maximum Number,MagpieData mean Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData mean MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData mean Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData mean Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData mean CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData mean Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData mean NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData mean NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData mean NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData mean NfValence,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData mean GSvolume_pa,PymatgenData minimum block,PymatgenData maximum block,PymatgenData mean block,PymatgenData minimum atomic_mass,PymatgenData maximum atomic_mass,PymatgenData mean atomic_mass,PymatgenData minimum atomic_radius,PymatgenData maximum atomic_radius,PymatgenData mean atomic_radius,cohesive energy (MP)
O1Zn1,225,24.47,166.1,O1 Zn1,5.437864583,12.42967956,0.450967916,90.2,635.1,1180,9.16,13.26,17.36,9.394199,11.5061245,13.61805,2.139080508,0.726411312,8,30,19,69,87,78,54.8,692.68,373.74,12,16,14,2,4,3,66,122,94,1.65,3.44,2.545,2,2,2,0,4,2,0,10,5,0,0,0,9.105,13.96,11.5325,2,3,2.5,15.9994,65.409,40.7042,0.6,1.35,0.975,4.053581475
O2Pb1,136,11.2,108.4,O2 Pb1,8.918867085,14.84489559,0.589171806,90.2,734.1333333,2022,17.36,17.66,18.26,7.41663,11.55091,13.61805,2.522680932,0.754243679,8,82,32.66666667,81,87,85,54.8,600.61,236.7366667,14,16,15.33333333,2,6,3.333333333,66,146,92.66666667,2.33,3.44,3.07,2,2,2,2,4,3.333333333,0,10,3.333333333,0,14,4.666666667,9.105,28.11,15.44,2,2,2,15.9994,207.2,79.73293333,0.6,1.8,1,4.565212988
O2Pb1Rb2,2,0.95,14.9,O2 Pb1 Rb2,5.022167798,27.12152286,0.995237427,90.2,824.88,2022,17.36,32.9,55.76,4.177128,8.6013972,13.61805,3.025226837,0.687350814,8,82,34.4,4,87,52.6,54.8,600.61,267.026,1,16,9.6,2,6,4,66,220,143.6,0.82,3.44,2.17,1,2,1.6,0,4,2,0,10,2,0,14,2.8,9.105,90.7225,45.553,1,2,1.6,15.9994,207.2,82.02688,0.6,2.35,1.54,3.776644492
O2Rb1Sc1,187,4.05,90.1,O2 Rb1 Sc1,4.481046505,15.04720639,1.218306505,90.2,1061.1,3103,15,26.37,55.76,4.177128,9.4936795,13.61805,2.562195401,0.795581342,8,37,18.5,4,87,47.25,54.8,1814,559.015,1,16,9,2,5,3.25,66,220,130.5,0.82,3.44,2.265,1,2,1.75,0,4,2,0,1,0.25,0,0,0,9.105,90.7225,32.791875,1,3,2,15.9994,85.4678,40.605628,0.6,2.35,1.2875,6.00381905
O2Rb1Y1,166,5.52,73.5,O2 Rb1 Y1,4.863330915,17.61598797,1.143849804,90.2,1187.6,3609,17.36,27.59,55.76,4.177128,9.407632,13.61805,2.694988286,0.794323327,8,39,23,4,87,47.5,54.8,1799,555.265,1,16,9,2,5,3.5,66,220,135.5,0.82,3.44,2.23,1,2,1.75,0,4,2,0,1,0.25,0,0,0,9.105,90.7225,35.324375,1,3,2,15.9994,88.90585,51.5931125,0.6,2.35,1.3375,6.00901081
O2Rb2,71,1.33,23.9,O2 Rb2,3.616631251,23.29381099,1.186288804,90.2,525.6,961,17.36,36.56,55.76,4.177128,8.897589,13.61805,2.823362388,0.839793827,8,37,22.5,4,87,45.5,54.8,312.46,183.63,1,16,8.5,2,5,3.5,66,220,143,0.82,3.44,2.13,1,2,1.5,0,4,2,0,0,0,0,0,0,9.105,90.7225,49.91375,1,2,1.5,15.9994,85.4678,50.7336,0.6,2.35,1.475,3.337653138
O2Rb2Sn1,19,0.97,13.8,O2 Rb2 Sn1,4.151815837,25.72865044,0.958486335,90.2,995.48,2875,16.29,32.506,55.76,4.177128,8.5868552,13.61805,2.978690332,0.749151699,8,50,28,4,87,52.4,54.8,505.08,247.92,1,16,9.6,2,5,3.8,66,220,142.2,0.82,3.44,2.096,1,2,1.6,0,4,2,0,10,2,0,0,0,9.105,90.7225,46.588,1,2,1.6,15.9994,118.71,64.32888,0.6,2.35,1.47,3.968219724
O2Si1,148,0.64,2.5,O2 Si1,2.116918417,15.71030901,0.156687712,90.2,1117.8,3173,12.06,15.59333333,17.36,8.15168,11.79592667,13.61805,2.114682901,0.580337003,8,14,10,78,87,84,54.8,1687,598.8666667,14,16,15.33333333,2,3,2.333333333,66,111,81,1.9,3.44,2.926666667,2,2,2,2,4,3.333333333,0,0,0,0,0,0,9.105,20.44,12.88333333,2,2,2,15.9994,28.0855,20.0281,0.6,1.1,0.766666667,7.086641643
O2Sn1,61,3.72,104.7,O2 Sn1,6.608865506,12.62233031,0.38502156,90.2,1018.466667,2875,16.29,17.00333333,17.36,7.34392,11.52667333,13.61805,2.389763601,0.754086313,8,50,22,80,87,84.66666667,54.8,505.08,204.8933333,14,16,15.33333333,2,5,3,66,139,90.33333333,1.96,3.44,2.946666667,2,2,2,2,4,3.333333333,0,10,3.333333333,0,0,0,9.105,33.285,17.165,2,2,2,15.9994,118.71,50.23626667,0.6,1.45,0.883333333,5.451861315
O2Sr1,139,3.68,66.3,O2 Sr1,4.561601011,14.5147643,0.811125331,90.2,611.8,1655,17.36,22.88666667,33.94,5.69485,10.97698333,13.61805,2.561391553,0.843673407,8,38,18,8,87,60.66666667,54.8,1050,386.5333333,2,16,11.33333333,2,5,3,66,195,109,0.95,3.44,2.61,2,2,2,0,4,2.666666667,0,0,0,0,0,0,9.105,54.23,24.14666667,1,2,1.666666667,15.9994,87.62,39.87293333,0.6,2,1.066666667,5.02309444
O2Sr1Zn1,62,3.79,87.8,O2 Sr1 Zn1,5.370846708,14.30155742,0.797568271,90.2,753.85,1655,9.16,19.455,33.94,5.69485,10.58128725,13.61805,2.475553295,0.687749563,8,38,21,8,87,62.75,54.8,1050,463.07,2,16,11.5,2,5,3.25,66,195,112.25,0.95,3.44,2.37,2,2,2,0,4,2,0,10,2.5,0,0,0,9.105,54.23,21.6,1,3,2,15.9994,87.62,46.25695,0.6,2,1.1375,4.829681796
O2Ti1,152,15.71,43,O2 Ti1,3.615940061,12.22552354,0.362727416,90.2,1246.8,3560,10.64,15.12,17.36,6.82812,11.35474,13.61805,2.267863383,0.921651924,8,22,12.66666667,43,87,72.33333333,54.8,1941,683.5333333,4,16,12,2,4,2.666666667,66,160,97.33333333,1.54,3.44,2.806666667,2,2,2,0,4,2.666666667,0,2,0.666666667,0,0,0,9.105,16.69,11.63333333,2,3,2.333333333,15.9994,47.867,26.62193333,0.6,1.4,0.866666667,7.685592678
O2Zn1,205,9.96,139.7,O2 Zn1,5.310802144,10.15223017,0.397796079,90.2,453.4666667,1180,9.16,14.62666667,17.36,9.394199,12.21009967,13.61805,2.173151648,0.627675738,8,30,15.33333333,69,87,81,54.8,692.68,267.4266667,12,16,14.66666667,2,4,2.666666667,66,122,84.66666667,1.65,3.44,2.843333333,2,2,2,0,4,2.666666667,0,10,3.333333333,0,0,0,9.105,13.96,10.72333333,2,3,2.333333333,15.9994,65.409,32.46926667,0.6,1.35,0.85,3.700791553
O2Zr1,61,11.54,202.8,O2 Zr1,5.563611317,12.2592001,0.473333995,90.2,1620.8,4682,14.02,16.24666667,17.36,6.6339,11.29,13.61805,2.400974958,0.8023965,8,40,18.66666667,44,87,72.66666667,54.8,2128,745.8666667,4,16,12,2,5,3,66,175,102.3333333,1.33,3.44,2.736666667,2,2,2,0,4,2.666666667,0,2,0.666666667,0,0,0,9.105,23.195,13.80166667,2,3,2.333333333,15.9994,91.224,41.07426667,0.6,1.55,0.916666667,8.26845921
O3,61,0.71,2.5,O3,1.974484491,13.45547603,0.067242414,90.2,90.2,90.2,17.36,17.36,17.36,13.61805,13.61805,13.61805,2.308091618,0.695454221,8,8,8,87,87,87,54.8,54.8,54.8,16,16,16,2,2,2,66,66,66,3.44,3.44,3.44,2,2,2,4,4,4,0,0,0,0,0,0,9.105,9.105,9.105,2,2,2,15.9994,15.9994,15.9994,0.6,0.6,0.6,3.414521265
O3Pb1Rb2,62,1.58,35.4,O3 Pb1 Rb2,5.505733847,21.4204513,1.05714044,90.2,702.4333333,2022,17.36,30.31,55.76,4.177128,9.437506,13.61805,2.836258449,0.747387715,8,82,30,4,87,58.33333333,54.8,600.61,231.655,1,16,10.66666667,2,6,3.666666667,66,220,130.6666667,0.82,3.44,2.381666667,1,2,1.666666667,0,4,2.333333333,0,10,1.666666667,0,14,2.333333333,9.105,90.7225,39.47833333,1,2,1.666666667,15.9994,207.2,71.0223,0.6,2.35,1.383333333,4.024754673
O3Pb1Ti1,99,0.95,23.1,O3 Pb1 Ti1,7.295112166,13.79695316,0.56008599,90.2,1170.52,3560,10.64,16.196,18.26,6.82812,11.01978,13.61805,2.469350126,0.787660177,8,82,25.6,43,87,77,54.8,1941,541.202,4,16,13.2,2,6,3.2,66,160,100.8,1.54,3.44,2.838,2,2,2,0,4,2.8,0,10,2.4,0,14,2.8,9.105,28.11,14.423,2,3,2.2,15.9994,207.2,60.61304,0.6,1.8,1,6.51434511
O3Pb1Zr1,38,2.89,120.4,O3 Pb1 Zr1,7.747064329,14.85072467,0.575620283,90.2,1394.92,4682,14.02,16.872,18.26,6.6339,10.980936,13.61805,2.582066016,0.837824955,8,82,29.2,44,87,77.2,54.8,2128,578.602,4,16,13.2,2,6,3.4,66,175,103.8,1.33,3.44,2.796,2,2,2,0,4,2.8,0,10,2.4,0,14,2.8,9.105,28.11,15.724,2,3,2.2,15.9994,207.2,69.28444,0.6,1.8,1.03,6.796596293
O3Pb2,11,1.1,21.1,O3 Pb2,9.424445473,16.29443934,0.633005947,90.2,862.92,2022,17.36,17.72,18.26,7.41663,11.137482,13.61805,2.627512602,0.759733509,8,82,37.6,81,87,84.6,54.8,600.61,273.124,14,16,15.2,2,6,3.6,66,146,98,2.33,3.44,2.996,2,2,2,2,4,3.2,0,10,4,0,14,5.6,9.105,28.11,16.707,2,2,2,15.9994,207.2,92.47964,0.6,1.8,1.08,4.626062104
O3Rb1,14,1.11,12.5,O3 Rb1,2.880356458,19.23594443,0.74178749,90.2,307.9,961,17.36,26.96,55.76,4.177128,11.2578195,13.61805,2.609572988,0.626484153,8,37,15.25,4,87,66.25,54.8,312.46,119.215,1,16,12.25,2,5,2.75,66,220,104.5,0.82,3.44,2.785,1,2,1.75,0,4,3,0,0,0,0,0,0,9.105,90.7225,29.509375,1,2,1.75,15.9994,85.4678,33.3665,0.6,2.35,1.0375,3.405724587
O3Rb2Sn2,166,1.03,20.9,O3 Rb2 Sn2,4.389300722,24.66365247,0.79340368,90.2,1134.657143,2875,16.29,28.02571429,55.76,4.177128,9.128035143,13.61805,2.900638318,0.812146734,8,50,28.28571429,4,87,61.28571429,54.8,505.08,257.0685714,1,16,11.14285714,2,5,3.714285714,66,220,130.8571429,0.82,3.44,2.268571429,1,2,1.714285714,0,4,2.285714286,0,10,2.857142857,0,0,0,9.105,90.7225,39.33285714,1,2,1.714285714,15.9994,118.71,65.1934,0.6,2.35,1.342857143,4.323814316
O3Rb2Ti1,64,1.58,28.3,O3 Rb2 Ti1,3.544837282,20.82997122,0.983611278,90.2,958.7666667,3560,10.64,29.04,55.76,4.177128,9.339421,13.61805,2.701695213,0.702205952,8,37,20,4,87,52,54.8,1941,455.0533333,1,16,9,2,5,3.333333333,66,220,133,0.82,3.44,2.25,1,2,1.666666667,0,4,2,0,2,0.333333333,0,0,0,9.105,90.7225,37.575,1,3,1.833333333,15.9994,85.4678,44.4668,0.6,2.35,1.316666667,5.679331208
O3Sc2,12,13.54,158.8,O3 Sc2,3.750786446,12.21103818,0.60648251,90.2,1295.32,3103,15,16.416,17.36,6.56149,10.795426,13.61805,2.298619054,0.842443465,8,21,13.2,11,87,56.6,54.8,1814,758.48,3,16,10.8,2,4,2.8,66,170,107.6,1.36,3.44,2.608,2,2,2,0,4,2.4,0,1,0.4,0,0,0,9.105,22.235,14.357,2,3,2.4,15.9994,44.955912,27.5820048,0.6,1.6,1,7.770522886
O3Si1Sr1,15,3.52,69.4,O3 Si1 Sr1,3.531881506,15.39329045,0.543092948,90.2,1019.72,3173,12.06,19.616,33.94,5.69485,10.940136,13.61805,2.332475046,0.706073038,8,38,15.2,8,87,69.4,54.8,1687,580.28,2,16,12.8,2,5,2.8,66,195,100.8,0.95,3.44,2.634,2,2,2,0,4,2.8,0,0,0,0,0,0,9.105,54.23,20.397,1,2,1.8,15.9994,87.62,32.74074,0.6,2,0.98,6.743750416
O3Si1Zn1,148,53.56,173.2,O3 Si1 Zn1,3.45771142,13.59015415,0.273662981,90.2,924.72,3173,9.16,14.66,17.36,8.15168,11.6800058,13.61805,2.129900285,0.576682984,8,30,13.6,69,87,81.6,54.8,1687,508.816,12,16,14.8,2,4,2.6,66,122,86.2,1.65,3.44,2.774,2,2,2,0,4,2.8,0,10,2,0,0,0,9.105,20.44,12.343,2,3,2.2,15.9994,65.409,28.29854,0.6,1.35,0.85,5.853222163
O3Sn1Sr1,221,4.02,142.1,O3 Sn1 Sr1,6.126942681,13.78573079,0.710803206,90.2,960.12,2875,16.29,20.462,33.94,5.69485,10.778584,13.61805,2.53338339,0.790347726,8,50,22.4,8,87,69.8,54.8,1050,343.896,2,16,12.8,2,5,3.2,66,195,106.4,0.95,3.44,2.646,2,2,2,0,4,2.8,0,10,2,0,0,0,9.105,54.23,22.966,1,2,1.8,15.9994,118.71,50.86564,0.6,2,1.05,5.654832172
O3Sn1Zn1,148,9.03,138.4,O3 Sn1 Zn1,6.556764827,11.75700788,0.438723552,90.2,865.12,2875,9.16,15.506,17.36,7.34392,11.5184538,13.61805,2.314983437,0.71838349,8,50,20.8,69,87,82,54.8,692.68,272.432,12,16,14.8,2,5,3,66,139,91.8,1.65,3.44,2.786,2,2,2,0,4,2.8,0,10,4,0,0,0,9.105,33.285,14.912,2,3,2.2,15.9994,118.71,46.42344,0.6,1.45,0.92,4.851127209
O3Sr1Ti1,140,5.13,162.7,O3 Sr1 Ti1,4.972062125,12.25585421,0.778708643,90.2,1097.12,3560,10.64,19.332,33.94,5.69485,10.675424,13.61805,2.445173368,0.801504559,8,38,16.8,8,87,62.4,54.8,1941,631.08,2,16,10.8,2,5,3,66,195,110.6,0.95,3.44,2.562,2,2,2,0,4,2.4,0,2,0.4,0,0,0,9.105,54.23,19.647,1,3,2,15.9994,87.62,36.69704,0.6,2,1.04,7.072885966
O3Sr1Zr1,221,5.03,147.1,O3 Sr1 Zr1,5.252253718,14.34356965,0.722598211,90.2,1321.52,4682,14.02,20.008,33.94,5.69485,10.63658,13.61805,2.565570441,0.789026011,8,40,20.4,8,87,62.6,54.8,2128,668.48,2,16,10.8,2,5,3.2,66,195,113.6,0.95,3.44,2.52,2,2,2,0,4,2.4,0,2,0.4,0,0,0,9.105,54.23,20.948,1,3,2,15.9994,91.224,45.36844,0.6,2,1.07,7.345409864
O3Ti1Zn1,148,15.23,162.1,O3 Ti1 Zn1,5.007411138,10.69623013,0.45837404,90.2,1002.12,3560,9.16,14.376,17.36,6.82812,11.4152938,13.61805,2.2292759,0.676552158,8,30,15.2,43,87,74.6,54.8,1941,559.616,4,16,12.8,2,4,2.8,66,160,96,1.54,3.44,2.702,2,2,2,0,4,2.4,0,10,2.4,0,0,0,9.105,16.69,11.593,2,3,2.4,15.9994,65.409,32.25484,0.6,1.4,0.91,6.208009744
O3Ti2,167,24.02,191.5,O3 Ti2,4.52357834,10.55239526,0.487139006,90.2,1478.12,3560,10.64,14.672,17.36,6.82812,10.902078,13.61805,2.227946869,0.771234391,8,22,13.6,43,87,69.4,54.8,1941,809.28,4,16,11.2,2,4,2.8,66,160,103.6,1.54,3.44,2.68,2,2,2,0,4,2.4,0,2,0.8,0,0,0,9.105,16.69,12.139,2,3,2.4,15.9994,47.867,28.74644,0.6,1.4,0.92,7.638233388
O3Y2,62,8.35,128.8,O3 Y2,4.892007864,15.3297448,0.672840751,90.2,1497.72,3609,17.36,18.368,19.88,6.2173,10.65775,13.61805,2.474403707,0.759603542,8,39,20.4,12,87,57,54.8,1799,752.48,3,16,10.8,2,5,3.2,66,190,115.6,1.22,3.44,2.552,2,2,2,0,4,2.4,0,1,0.4,0,0,0,9.105,32.365,18.409,2,3,2.4,15.9994,88.90585,45.16198,0.6,1.8,1.08,7.745725134
O4Pb1Sr2,55,3.72,90.4,O4 Pb1 Sr2,6.52420743,16.23244955,0.836673147,90.2,813.2571429,2022,17.36,22.22571429,33.94,5.69485,10.46836143,13.61805,2.61984516,0.826206786,8,82,27.14285714,8,87,63.57142857,54.8,1050,417.1157143,2,16,11.71428571,2,6,3.428571429,66,195,114.2857143,0.95,3.44,2.57,2,2,2,0,4,2.571428571,0,10,1.428571429,0,14,2,9.105,54.23,24.71285714,1,2,1.714285714,15.9994,207.2,63.7768,0.6,2,1.171428571,5.309646895
O4Pb2Sn1,55,2.19,45.8,O4 Pb2 Sn1,7.688723786,18.42253529,0.505958081,90.2,1039.971429,2875,16.29,17.46428571,18.26,7.34392,10.94991143,13.61805,2.638416282,0.780925319,8,82,35.14285714,80,87,84.28571429,54.8,600.61,275.0714286,14,16,15.14285714,2,6,3.571428571,66,146,99.28571429,1.96,3.44,2.911428571,2,2,2,2,4,3.142857143,0,10,4.285714286,0,14,4,9.105,33.285,17.98928571,2,2,2,15.9994,207.2,85.30108571,0.6,1.8,1.064285714,5.031702566
O4Pb3,55,1.16,24.4,O4 Pb3,8.223901464,19.7761819,0.555546989,90.2,918.1142857,2022,17.36,17.74571429,18.26,7.41663,10.96029857,13.61805,2.695030723,0.766136824,8,82,39.71428571,81,87,84.42857143,54.8,600.61,288.7185714,14,16,15.14285714,2,6,3.714285714,66,146,100.2857143,2.33,3.44,2.964285714,2,2,2,2,4,3.142857143,0,10,4.285714286,0,14,6,9.105,28.11,17.25,2,2,2,15.9994,207.2,97.94251429,0.6,1.8,1.114285714,4.66561988
O4Rb2Zn3,15,2.28,50.7,O4 Rb2 Zn3,4.874861817,16.31860173,0.975439581,90.2,646.9777778,1180,9.16,23.16,55.76,4.177128,10.112117,13.61805,2.493655501,0.668600313,8,37,21.77777778,4,87,62.55555556,54.8,692.68,324.6844444,1,16,11.33333333,2,5,3.333333333,66,220,118.8888889,0.82,3.44,2.261111111,1,2,1.777777778,0,4,1.777777778,0,10,3.333333333,0,0,0,9.105,90.7225,28.86055556,1,3,2.111111111,15.9994,85.4678,47.90668889,0.6,2.35,1.238888889,3.743958435
O4Rb4Sn1,2,1.54,27.6,O4 Rb4 Sn1,4.078199651,23.73279239,1.094760664,90.2,786.6444444,2875,16.29,34.30777778,55.76,4.177128,8.724959111,13.61805,2.878029132,0.716850187,8,50,25.55555556,4,87,49.33333333,54.8,505.08,219.3466667,1,16,9.111111111,2,5,3.666666667,66,220,142.5555556,0.82,3.44,2.111111111,1,2,1.555555556,0,4,2,0,10,1.111111111,0,0,0,9.105,90.7225,48.06611111,1,2,1.555555556,15.9994,118.71,58.28653333,0.6,2.35,1.472222222,4.000445888
O4Si1Sr2,62,4.04,73.5,O4 Si1 Sr2,4.373033363,14.50122715,0.750823529,90.2,977.6857143,3173,12.06,21.34,33.94,5.69485,10.57336857,13.61805,2.469369295,0.707991352,8,38,17.42857143,8,87,63.14285714,54.8,1687,572.3142857,2,16,11.71428571,2,5,3,66,195,109.2857143,0.95,3.44,2.508571429,2,2,2,0,4,2.571428571,0,0,0,0,0,0,9.105,54.23,23.61714286,1,2,1.714285714,15.9994,87.62,38.18901429,0.6,2,1.071428571,6.503003014
O4Si1Ti1,63,30.26,103.6,O4 Si1 Ti1,3.904193935,9.920639714,0.347565537,90.2,1182.3,3560,10.64,15.35666667,17.36,6.82812,11.57533333,13.61805,2.168571792,0.668753242,8,22,11.33333333,43,87,78.16666667,54.8,1941,641.2,4,16,13.66666667,2,4,2.5,66,160,89.16666667,1.54,3.44,2.866666667,2,2,2,0,4,3,0,2,0.333333333,0,0,0,9.105,20.44,12.25833333,2,3,2.166666667,15.9994,47.867,23.32501667,0.6,1.4,0.816666667,7.232647667
O4Si1Zn2,14,4.58,57.8,O4 Si1 Zn2,4.078178376,12.96573233,0.328408356,90.2,841.9714286,3173,9.16,14.26,17.36,8.15168,11.63032543,13.61805,2.119266605,0.588469774,8,30,15.14285714,69,87,80.57142857,54.8,1687,470.2228571,12,16,14.57142857,2,4,2.714285714,66,122,88.42857143,1.65,3.44,2.708571429,2,2,2,0,4,2.571428571,0,10,2.857142857,0,0,0,9.105,20.44,12.11142857,2,3,2.285714286,15.9994,65.409,31.84301429,0.6,1.35,0.885714286,5.376999566
O4Si1Zr1,88,42.64,216.8,O4 Si1 Zr1,4.479509123,11.3252216,0.364862995,90.2,1369.3,4682,12.06,15.92,17.36,6.6339,11.54296333,13.61805,2.252102728,0.659077879,8,40,14.33333333,44,87,78.33333333,54.8,2128,672.3666667,4,16,13.66666667,2,5,2.666666667,66,175,91.66666667,1.33,3.44,2.831666667,2,2,2,0,4,3,0,2,0.333333333,0,0,0,9.105,23.195,13.3425,2,3,2.166666667,15.9994,91.224,30.55118333,0.6,1.55,0.841666667,7.695912367
O4Sn1Sr2,138,6.19,105.2,O4 Sn1 Sr2,5.495762112,15.45050172,0.771216829,90.2,935.1142857,2875,16.29,21.94428571,33.94,5.69485,10.45797429,13.61805,2.581439137,0.750044697,8,50,22.57142857,8,87,63.42857143,54.8,1050,403.4685714,2,16,11.71428571,2,5,3.285714286,66,195,113.2857143,0.95,3.44,2.517142857,2,2,2,0,4,2.571428571,0,10,1.428571429,0,0,0,9.105,54.23,25.45214286,1,2,1.714285714,15.9994,118.71,51.13537143,0.6,2,1.121428571,5.662645903
O4Sn2Ti1,135,4.29,59.9,O4 Sn2 Ti1,5.199843164,15.93456641,0.364466021,90.2,1381.542857,3560,10.64,16.09428571,17.36,6.82812,10.85545143,13.61805,2.50672706,0.78603157,8,50,22,43,87,78.71428571,54.8,1941,452.9085714,4,16,13.71428571,2,5,3.142857143,66,160,100.2857143,1.54,3.44,2.745714286,2,2,2,0,4,2.857142857,0,10,3.142857143,0,0,0,9.105,33.285,17.09714286,2,3,2.142857143,15.9994,118.71,49.8978,0.6,1.45,0.957142857,6.111943487
O4Sr1Y2,62,4.18,103.8,O4 Sr1 Y2,5.191752443,15.0521766,0.816089713,90.2,1319.114286,3609,17.36,20.44857143,33.94,5.69485,10.37166429,13.61805,2.5736769,0.800257269,8,39,21.14285714,8,87,54.28571429,54.8,1799,695.3142857,2,16,10.28571429,2,5,3.285714286,66,195,119.8571429,0.95,3.44,2.45,2,2,2,0,4,2.285714286,0,1,0.285714286,0,0,0,9.105,54.23,22.19714286,1,3,2.142857143,15.9994,88.90585,47.06132857,0.6,2,1.142857143,7.129281662
O7Pb1Ti3,11,11.15,128.9,O7 Pb1 Ti3,5.587123872,12.50427336,0.474343991,90.2,1212.127273,3560,10.64,15.60909091,18.26,6.82812,11.20248545,13.61805,2.357155033,0.871672962,8,82,18.54545455,43,87,74.45454545,54.8,1941,618.8372727,4,16,12.54545455,2,6,2.909090909,66,160,98.90909091,1.54,3.44,2.820909091,2,2,2,0,4,2.727272727,0,10,1.454545455,0,14,1.272727273,9.105,28.11,12.90136364,2,3,2.272727273,15.9994,207.2,42.07243636,0.6,1.8,0.927272727,7.155244103
O7Pb4Rb2,2,1.25,30.8,O7 Pb4 Rb2,7.06394167,20.10289077,0.814168173,90.2,818.5692308,2022,17.36,23.54461538,55.76,4.177128,10.25747123,13.61805,2.747064186,0.74747095,8,82,35.23076923,4,87,72.38461538,54.8,600.61,262.3815385,1,16,13.07692308,2,6,3.692307692,66,220,114.3076923,0.82,3.44,2.695384615,1,2,1.846153846,0,4,2.769230769,0,10,3.076923077,0,14,4.307692308,9.105,90.7225,27.50923077,1,2,1.846153846,15.9994,207.2,85.5178,0.6,2.35,1.238461538,4.382670416
O7Rb6Si2,14,1.74,34.1,O7 Rb6 Si2,3.770871178,19.99154771,1.145996263,90.2,849.56,3173,12.06,32.01333333,55.76,4.177128,9.112831867,13.61805,2.678905084,0.757867688,8,37,20.4,4,87,52.6,54.8,1687,375.4906667,1,16,9.733333333,2,5,3.333333333,66,220,133.6,0.82,3.44,2.186666667,1,2,1.6,0,4,2.133333333,0,0,0,0,0,0,9.105,90.7225,43.26333333,1,2,1.6,15.9994,85.4678,45.39824,0.6,2.35,1.366666667,4.957760209
O7Sc2Si2,12,53.89,152.9,O7 Sc2 Si2,3.2945184,11.82541823,0.398206786,90.2,1198.490909,3173,12.06,15.96727273,17.36,6.56149,11.34115364,13.61805,2.200579133,0.718767795,8,21,11.45454545,11,87,71.54545455,54.8,1814,671.4181818,3,16,13.27272727,2,4,2.545454545,66,170,93.09090909,1.36,3.44,2.781818182,2,2,2,0,4,2.909090909,0,1,0.181818182,0,0,0,9.105,22.235,13.55318182,2,3,2.181818182,15.9994,44.955912,23.46169309,0.6,1.6,0.872727273,7.418876109
O7Si2Sr2Zn1,113,3.58,86.4,O7 Si2 Sr2 Zn1,3.951200311,14.31747641,0.551835193,90.2,955.6166667,3173,9.16,18.55666667,33.94,5.69485,11.03446742,13.61805,2.314855055,0.65817897,8,38,15.83333333,8,87,70.83333333,54.8,1687,545.8566667,2,16,13,2,5,2.833333333,66,195,99.66666667,0.95,3.44,2.619166667,2,2,2,0,4,2.666666667,0,10,0.833333333,0,0,0,9.105,54.23,18.91958333,1,3,1.916666667,15.9994,87.62,34.06798333,0.6,2,0.979166667,6.310311148
O7Si2Y2,11,16.28,101.7,O7 Si2 Y2,4.262086954,12.25415073,0.492167628,90.2,1290.490909,3609,12.06,16.85454545,19.88,6.2173,11.27857364,13.61805,2.287234171,0.72917179,8,39,14.72727273,12,87,71.72727273,54.8,1799,668.6909091,3,16,13.27272727,2,5,2.727272727,66,190,96.72727273,1.22,3.44,2.756363636,2,2,2,0,4,2.909090909,0,1,0.181818182,0,0,0,9.105,32.365,15.395,2,3,2.181818182,15.9994,88.90585,31.45259091,0.6,1.8,0.909090909,7.477936554
O7Sn2Sr3,63,11.17,118.2,O7 Sn2 Sr3,5.749556846,14.7360326,0.748757147,90.2,945.5333333,2875,16.29,21.32666667,33.94,5.69485,10.59156167,13.61805,2.564635644,0.759465021,8,50,22.5,8,87,66.08333333,54.8,1050,378.6466667,2,16,12.16666667,2,5,3.25,66,195,110.4166667,0.95,3.44,2.570833333,2,2,2,0,4,2.666666667,0,10,1.666666667,0,0,0,9.105,54.23,24.41625,1,2,1.75,15.9994,118.71,51.02298333,0.6,2,1.091666667,5.656518828
